 "Daftar Anggota MPR RI Periode 2019-2024 ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"NO ","NAMA ","NOMOR ANGGOTA ","NO.KEPRES ","TEMPAT LAHIR ","TANGGAL LAHIR ","JENIS KELAMIN ","AGAMA ","PENDIDIKAN TERAKHIR ","FRAKSI ","PROVINSI ","JABATAN ","STATUS ANGGOTA ","CREATED ","UPDATED "
"623","Dra. Ir. Hj. ENI SUMARNI, M.Kes. ","B-48 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SUMEDANG ","1963-10-27 ","Perempuan ","","","Kelompok DPD di MPR RI ","JAWA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2023-02-03 08:25:57 "
"624","DENTY EKA WIDI PRATIWI, S.E., M.H. ","B-49 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","TEMANGGUNG ","1975-07-04 ","P ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","JAWA TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"625","CASYTHA A. KATHMANDU, S.E. ","B-50 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SURAKARTA ","1987-12-28 ","P ","ISLAM ","SARJANA ","Kelompok DPD di MPR RI ","JAWA TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"626","Ir. H. BAMBANG SUTRISNO, M.M. ","B-51 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","KLATEN ","1958-08-22 ","L ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","JAWA TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2023-09-12 14:52:54 "
"627","Dr. ABDUL KHOLIK, S.H., M.Si. ","B-52 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","CILACAP ","1968-07-19 ","L ","ISLAM ","DOKTOR ","Kelompok DPD di MPR RI ","JAWA TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"628","GUSTI KANJENG RATU HEMAS ","B-53 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JAKARTA ","1952-10-31 ","P ","ISLAM ","SLTA ","Kelompok DPD di MPR RI ","DI YOGYAKARTA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"629","Dr. H. HILMY MUHAMMAD, M.A. ","B-54 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","YOGYAKARTA ","1971-12-13 ","L ","ISLAM ","DOKTOR ","Kelompok DPD di MPR RI ","DI YOGYAKARTA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"630","MUHAMMAD AFNAN HADIKUSUMO ","B-55 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","YOGYAKARTA ","1967-12-06 ","L ","ISLAM ","SARJANA ","Kelompok DPD di MPR RI ","DI YOGYAKARTA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"631","H. CHOLID MAHMUD, M.T. ","B-56 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SEMARANG ","1966-01-31 ","L ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","DI YOGYAKARTA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"632","EVI ZAINAL ABIDIN ","B-57 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","PASURUAN ","1976-11-11 ","P ","ISLAM ","SARJANA ","Kelompok DPD di MPR RI ","JAWA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"633","Ir. H. AA LA NYALLA MAHMUD MATTALITTI ","B-58 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JAKARTA ","1959-05-10 ","L ","ISLAM ","SARJANA ","Kelompok DPD di MPR RI ","JAWA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"634","H. AHMAD NAWARDI, S.Ag ","B-59 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SAMPANG ","1974-03-06 ","Laki-Laki ","","","Kelompok DPD di MPR RI ","JAWA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2021-10-21 08:50:24 "
"635","ADILLA AZIS ","B-60 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SURABAYA ","1967-11-10 ","P ","ISLAM ","SARJANA ","Kelompok DPD di MPR RI ","JAWA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"636","ANDIARA APRILIA HIKMAT ","B-61 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BANDUNG ","1987-04-22 ","P ","ISLAM ","SLTA ","Kelompok DPD di MPR RI ","BANTEN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"637","HABIB ALI ALWI ","B-62 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","AMBON ","1967-09-02 ","Laki-Laki ","","","Kelompok DPD di MPR RI ","BANTEN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2022-06-22 09:51:44 "
"638","H. ABDI SUMAITHI ","B-63 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SERANG ","1949-04-04 ","L ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","BANTEN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"639","H. TB. M. ALI RIDHO AZHARI, S.H., M.I.Kom. ","B-64 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JAKARTA ","1989-12-22 ","L ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","BANTEN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"640","Dr. SHRI I.G.N ARYA WEDAKARNA MWS, S.E (M.TRU)., M.Si. ","B-65 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","DENPASAR ","1980-08-23 ","L ","HINDU ","DOKTOR ","Kelompok DPD di MPR RI ","BALI ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"641","Drs. MADE MANGKU PASTIKA, M.M. ","B-66 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SINGARAJA ","1951-06-22 ","L ","HINDU ","PASCA SARJANA ","Kelompok DPD di MPR RI ","BALI ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"642","ANAK AGUNG GDE AGUNG, S.H. ","B-67 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BADUNG ","1949-05-25 ","L ","HINDU ","SARJANA ","Kelompok DPD di MPR RI ","BALI ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"643","H. BAMBANG SANTOSO ","B-68 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JEPARA ","1969-12-01 ","L ","ISLAM ","SARJANA ","Kelompok DPD di MPR RI ","BALI ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"644","EVI APITA MAYA, S.H., M.Kn. ","B-69 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","TANJUNG ENIM ","1973-11-17 ","P ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","NUSA TENGGARA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"645","Ir. H. ACHMAD SUKISMAN AZMY, M.Hum ","B-70 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","RUMBUK ( LOMBOK TIMUR ) ","1964-08-06 ","L ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","NUSA TENGGARA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"646","TGH. IBNU HALIL, S.Ag., M.Pd.i ","B-71 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","PENE ","1976-12-31 ","Laki-Laki ","","","Kelompok DPD di MPR RI ","NUSA TENGGARA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2023-02-03 08:28:00 "
"647","H. LALU SUHAIMI ISMY ","B-72 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","REBILLE ","1954-07-03 ","Laki-Laki ","","","Kelompok DPD di MPR RI ","NUSA TENGGARA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2023-02-03 15:25:31 "
"648","HILDA MANAFE, S.E., M.M. ","B-73 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","KUPANG ","1964-07-07 ","L ","KRISTEN ","PASCA SARJANA ","Kelompok DPD di MPR RI ","NUSA TENGGARA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"649","dr. ASYERA RESPATI A. WUNDALERO ","B-74 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JAKARTA ","1983-11-11 ","P ","KRISTEN ","SARJANA ","Kelompok DPD di MPR RI ","NUSA TENGGARA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"650","ANGELIUS WAKE KAKO, S.Pd., M.Si. ","B-75 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","ENDE ","1990-01-22 ","Laki-Laki ","","","Kelompok DPD di MPR RI ","NUSA TENGGARA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2023-02-03 15:24:45 "
"651","Ir. Abraham Liyanto ","B-76 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","KUPANG ","1969-05-14 ","Laki-Laki ","","","Kelompok DPD di MPR RI ","NUSA TENGGARA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2022-01-20 07:02:57 "
"652","Drs. CHRISTIANDY SANJAYA, S.E., M.M. ","B-77 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SINGKAWANG ","1964-03-29 ","L ","KRISTEN ","PASCA SARJANA ","Kelompok DPD di MPR RI ","KALIMANTAN BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"653","MARIA GORETI, S.Sos., M.Si. ","B-78 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","KEBADU PAHAUMAN- PONTIANAK ","1972-02-29 ","P ","KATOLIK ","PASCA SARJANA ","Kelompok DPD di MPR RI ","KALIMANTAN BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2023-09-12 07:51:45 "
"654","ERLINAWATI, S.H., M.AP. ","B-79 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","NANGA BUNUT ","1979-05-17 ","L ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","KALIMANTAN BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"655","H. SUKIRYANTO ","B-80 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","KETAPANG ","1968-01-17 ","L ","ISLAM ","SARJANA ","Kelompok DPD di MPR RI ","KALIMANTAN BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"656","AGUSTIN TERAS NARANG, S.H. ","B-81 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BANJARMASIN ","1955-10-12 ","L ","KRISTEN ","DOKTOR ","Kelompok DPD di MPR RI ","KALIMANTAN TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"657","H. MUHAMMAD RAKHMAN, S.E., S.T. ","B-82 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","PANGKALAN BUN ","1987-08-14 ","L ","ISLAM ","SARJANA ","Kelompok DPD di MPR RI ","KALIMANTAN TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"658","HABIB SAID ABDURRAHMAN ","B-83 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BANJARMASIN ","1968-07-24 ","L ","ISLAM ","SLTA ","Kelompok DPD di MPR RI ","KALIMANTAN TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"659","Hj. YUSTINA ISMIATI, S.H., M.H. ","B-84 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SALATIGA ","1970-09-26 ","P ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","KALIMANTAN TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"660","HABIB ABDURRAHMAN BAHASYIM, S.E., M.M. ","B-85 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BANJARMASIN ","1979-04-27 ","L ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","KALIMANTAN SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"661","H. GUSTI FARID HASAN AMAN, S.E., Akt., M.B.A. ","B-86 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BANJARMASIN ","1967-09-21 ","L ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","KALIMANTAN SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"662","HABIB ZAKARIA BAHASYIM ","B-87 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BANJARMASIN ","1980-11-30 ","L ","ISLAM ","SLTA ","Kelompok DPD di MPR RI ","KALIMANTAN SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"663","HABIB HAMID ABDULLAH, S.H., M.H. ","B-88 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BANJARMASIN ","1948-08-03 ","L ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","KALIMANTAN SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"664","H. AWANG FERDIAN HIDAYAT, S.E., M.M. ","BB-89 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","MALANG ","1975-04-03 ","L ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","KALIMANTAN TIMUR ","anggota ","Tidak Aktif ","-0001-11-30 00:00:00 ","2022-06-16 05:48:57 "
"665","Dr. H. MAHYUDIN, S.T., M.M. ","B-90 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","TANJUNG, KALSEL ","1970-06-08 ","L ","ISLAM ","DOKTOR ","Kelompok DPD di MPR RI ","KALIMANTAN TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"666","AJI MIRNI MAWARNI, S.T., M.M. ","B-91 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SAMARINDA ","1976-08-21 ","P ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","KALIMANTAN TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2023-09-12 15:14:39 "
"667","ZAINAL ARIFIN, A.Md.Kep. ","B-92 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","TANJUNG ISUY ","1957-07-05 ","L ","KRISTEN ","DIPLOMA ","Kelompok DPD di MPR RI ","KALIMANTAN TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"668","Dr. Drs. MARTHIN BILLA, M.M. ","B-93 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BULUNGAN ","1954-03-29 ","L ","KRISTEN ","DOKTOR ","Kelompok DPD di MPR RI ","KALIMANTAN UTARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"669","ASNI HAFID ","B-94 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","NUNUKAN ","1973-11-30 ","P ","ISLAM ","SARJANA ","Kelompok DPD di MPR RI ","KALIMANTAN UTARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"670","HASAN BASRI, S.E. ","B-95 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SALUBULUNG ","1975-04-25 ","L ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","KALIMANTAN UTARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"671","FERNANDO SINAGA, S.Th. ","B-96 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","PASAR LUMANJULU ","1977-07-12 ","Laki-Laki ","","","Kelompok DPD di MPR RI ","KALIMANTAN UTARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2022-07-06 08:48:13 "
"672","CHERISH HARRIETTE ","B-97 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","MANADO ","1995-09-14 ","P ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","SULAWESI UTARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"673","MAYA RUMANTIR ","B-98 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","MAKASSAR ","1964-04-02 ","P ","KATOLIK ","DOKTOR ","Kelompok DPD di MPR RI ","SULAWESI UTARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"674","DJAFAR ALKATIRI ","B-99 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","MANADO ","1969-01-03 ","L ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","SULAWESI UTARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"675","Ir. STEFANUS B. A. N. LIOW ","B-100 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","MINAHASA ","1967-09-16 ","L ","KRISTEN ","PASCA SARJANA ","Kelompok DPD di MPR RI ","SULAWESI UTARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"676","LUKKY SEMEN, S.E. ","B-101 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","TOLITOLI ","1964-09-07 ","L ","KRISTEN ","SARJANA ","Kelompok DPD di MPR RI ","SULAWESI TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"677","Dr. ABDUL RACHMAN THAHA, S.H., M.H. ","B-102 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","PALU ","1979-09-17 ","Laki-Laki ","","","Kelompok DPD di MPR RI ","SULAWESI TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2021-06-21 10:47:47 "
"678","Dr. SHALEH MUHAMAD ALDJUFRI, Lc, M.A. ","B-103 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","PALU ","1967-02-07 ","L ","ISLAM ","DOKTOR ","Kelompok DPD di MPR RI ","SULAWESI TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"679","Dr. MUHAMMAD J. WARTABONE, S.H., M.Hi. ","B-104 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SALUA, SULAWESI TENGAH ","1975-10-28 ","L ","ISLAM ","DOKTOR ","Kelompok DPD di MPR RI ","SULAWESI TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"680","ANDI MUH. IHSAN ","B-105 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","PANNYANGKALANG ","1971-08-06 ","Laki-Laki ","","SLTA ","Kelompok DPD di MPR RI ","SULAWESI SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2023-01-04 09:47:35 "
"681","LILY AMELIA SALURAPA, S.E., M.M. ","B-106 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","MAKALE, KAB TANA TORAJA ","1958-04-10 ","P ","KRISTEN ","PASCA SARJANA ","Kelompok DPD di MPR RI ","SULAWESI SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"682","TAMSIL LINRUNG ","B-107 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","KAB PANGKEP , SULAWESI SELATAN ","1961-09-17 ","Laki-Laki ","","","Kelompok DPD di MPR RI ","SULAWESI SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2023-06-01 09:25:43 "
"683","Dr. H. AJIEP PADINDANG, S.E., M.M. ","B-108 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","MASAGO, KAB. BONE ","1959-09-30 ","Laki-Laki ","Islam ","Doktor ","Kelompok DPD di MPR RI ","SULAWESI SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2021-09-17 02:27:40 "
"684","Hj. ANDI NIRWANA S, S.P., M.M. ","B-109 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","WATAMPONE,BONE ","1970-05-28 ","P ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","SULAWESI TENGGARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"685","Dr. H. MZ. AMIRUL TAMIM, M.Si. ","B-110 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BAUBAU ","1954-09-18 ","Laki-Laki ","","","Kelompok DPD di MPR RI ","SULAWESI TENGGARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2022-06-17 15:24:00 "
"686","WA ODE RABIA AL ADAWIA RIDWAN, S.E., M.B.A. ","B-111 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","KENDARI ","1989-09-02 ","L ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","SULAWESI TENGGARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"687","dr. DEWA PUTU ARDIKA SEPUTRA, Sp.OG. ","B-112 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SINGARAJA ","1964-04-15 ","L ","HINDU ","PASCA SARJANA ","Kelompok DPD di MPR RI ","SULAWESI TENGGARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"688","Prof. Dr. Ir. FADEL MUHAMMAD ","B-113 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","TERNATE ","1952-05-20 ","Laki-Laki ","","","Kelompok DPD di MPR RI ","GORONTALO ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2023-02-27 10:46:56 "
"689","H. ABDURRAHMAN ABUBAKAR BAHMID, Lc. ","B-114 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","GORONTALO ","1977-12-18 ","L ","ISLAM ","SARJANA ","Kelompok DPD di MPR RI ","GORONTALO ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"690","RAHMIJATI JAHJA ","B-115 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","GORONTALO ","1959-01-26 ","P ","ISLAM ","SARJANA ","Kelompok DPD di MPR RI ","GORONTALO ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"691","DEWI SARTIKA HEMETO, S.E. ","B-116 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","GORONTALO ","1979-10-04 ","P ","ISLAM ","SARJANA ","Kelompok DPD di MPR RI ","GORONTALO ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"692","ANDRI PRAYOGA PUTRA SINGKARRU, M.Sc. ","B-117 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JAKARTA ","1993-06-03 ","L ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","SULAWESI BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"693","H. ISKANDAR MUDA BAHARUDDIN LOPA ","B-118 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","MAKASSAR ","1961-08-19 ","L ","ISLAM ","SARJANA ","Kelompok DPD di MPR RI ","SULAWESI BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"694","H. ALMALIK PABABARI ","B-119 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","MAUMUJU ","1948-12-14 ","L ","ISLAM ","SARJANA ","Kelompok DPD di MPR RI ","SULAWESI BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"695","AJBAR ","B-120 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","RENGGEANG,POLEWALI MANDAR. ","1977-12-31 ","Laki-Laki ","","","Kelompok DPD di MPR RI ","SULAWESI BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2023-06-01 16:30:00 "
"696","ANNA LATUCONSINA, S.H. ","B-121 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","AMBON ","1956-02-15 ","P ","ISLAM ","SARJANA ","Kelompok DPD di MPR RI ","MALUKU ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2023-09-12 15:13:20 "
"697","NOVITA ANAKOTTA, S.H., M.H. ","B-122 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","AMBON ","1974-11-21 ","Perempuan ","","","Kelompok DPD di MPR RI ","MALUKU ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2023-09-12 08:12:59 "
"698","MIRATI DEWANINGSIH, S.T. ","B-123 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JOGJAKARTA ","1964-08-10 ","P ","ISLAM ","SARJANA ","Kelompok DPD di MPR RI ","MALUKU ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"699","Dr. NONO SAMPONO, , M.Si. ","B-124 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BANGKALAN ","1953-03-01 ","L ","ISLAM ","SARJANA ","Kelompok DPD di MPR RI ","MALUKU ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"700","HUSAIN ALTING SJAH, S.E., M.M. ","B-125 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","TERNATE ","1964-03-01 ","L ","ISLAM ","PASCA SARJANA ","Kelompok DPD di MPR RI ","MALUKU UTARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2023-09-12 08:12:06 "
"701","Ir. NAMTO ROBA, S.H. ","B-126 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JEMBER ","1958-11-23 ","Laki-Laki ","","","Kelompok DPD di MPR RI ","MALUKU UTARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2023-09-12 15:12:36 "
"702","MATHEUS STEFI PASIMANJEKU, S.H. ","BA-127 ","17/P TAHUN 2020, 13 FEBRUARI 2020 ","AMBON ","1971-09-12 ","L ","KRISTEN ","SARJANA ","Kelompok DPD di MPR RI ","MALUKU UTARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"703","Hj. SURIATI ARMAIYN ","BB-128 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","TERNATE ","1951-06-27 ","P ","ISLAM ","SARJANA ","Kelompok DPD di MPR RI ","MALUKU UTARA ","anggota ","Tidak Aktif ","-0001-11-30 00:00:00 ","2022-06-16 05:51:29 "
"704","YORRYS RAWEYAI ","B-129 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","PAPUA ","1951-01-28 ","L ","KRISTEN ","DOKTOR (HC) ","Kelompok DPD di MPR RI ","PAPUA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
